type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,temp_diff,power,rpm_torque_ratio,machine_failure,TWF,HDF,PWF,OSF,RNF
H,298.7,309.4,1485,31.2,241,10.7,4854.4,47.57,1,1,0,0,0,0
L,302.5,312.6,1334,31.8,214,10.13,4446.6,41.91,0,0,0,0,0,0
M,298.9,310.0,1788,49.5,150,11.1,9277.5,36.09,1,0,0,1,0,0
L,302.2,314.8,1382,26.2,200,12.59,3792.2,52.74,0,0,0,0,0,0
L,300.9,309.8,1061,29.6,3,8.83,3289.0,35.84,1,0,0,1,0,0
H,300.1,309.3,1504,52.7,27,9.2,8305.3,28.52,0,0,0,0,0,0
L,298.6,311.3,1452,36.1,73,12.69,5485.9,40.25,0,0,0,0,0,0
L,299.8,310.2,1871,53.8,160,10.43,10533.3,34.8,1,0,0,1,0,0
L,300.4,310.6,1597,28.3,220,10.19,4737.2,56.38,0,0,0,0,0,0
M,302.1,311.9,1438,40.7,57,9.88,6134.6,35.3,0,0,0,0,0,0
M,298.2,309.4,1460,47.7,34,11.21,7295.7,30.6,0,0,0,0,0,0
L,299.5,312.1,1458,30.9,211,12.61,4724.0,47.12,0,0,0,0,0,0
H,300.1,309.4,1943,56.7,102,9.33,11545.6,34.24,1,0,0,1,0,0
L,301.3,311.2,1635,36.1,174,9.9,6180.3,45.3,0,0,0,0,0,0
L,298.2,307.8,1218,45.1,137,9.65,5751.3,27.01,0,0,0,0,0,0
H,297.4,308.1,1451,33.2,43,10.73,5047.6,43.68,0,0,0,0,0,0
L,301.3,312.6,1495,54.9,175,11.22,8597.5,27.22,0,0,0,0,0,0
L,297.0,308.6,1278,43.0,105,11.62,5759.3,29.7,0,0,0,0,0,0
L,302.6,313.3,1143,61.0,71,10.77,7298.1,18.75,0,0,0,0,0,0
M,299.7,312.2,1619,51.8,225,12.52,8780.7,31.26,1,1,0,0,0,0
L,296.9,306.3,1339,48.4,1,9.43,6782.5,27.68,0,0,0,0,0,0
H,299.0,308.2,1749,30.4,101,9.17,5576.9,57.44,1,0,0,0,0,1
M,300.8,312.2,1501,40.8,75,11.47,6419.2,36.75,0,0,0,0,0,0
L,298.9,309.1,1405,36.8,13,10.12,5419.3,38.14,0,0,0,0,0,0
M,300.0,308.7,1016,40.3,20,8.62,4283.7,25.23,0,0,0,0,0,0
L,301.5,311.2,1744,41.5,43,9.68,7575.0,42.05,0,0,0,0,0,0
L,299.6,309.9,1558,31.0,126,10.26,5056.6,50.27,0,0,0,0,0,0
M,298.1,307.5,1410,38.4,70,9.35,5675.0,36.69,0,0,0,0,0,0
H,299.4,308.4,1321,39.0,209,8.99,5400.1,33.84,0,0,0,0,0,0
L,302.8,312.6,1819,29.9,59,9.79,5695.1,60.84,0,0,0,0,0,0
L,303.4,312.3,1287,48.0,180,8.94,6469.7,26.81,0,0,0,0,0,0
L,296.0,306.6,1426,42.2,52,10.64,6305.5,33.77,0,0,0,0,0,0
L,302.2,310.2,1613,48.1,10,8.06,8130.2,33.51,0,0,0,0,0,0
L,300.5,310.6,1790,44.9,66,10.09,8411.2,39.89,0,0,0,0,0,0
L,301.8,312.4,1456,22.9,209,10.52,3486.1,63.68,1,0,0,1,0,0
M,298.9,308.8,1353,31.7,20,9.91,4486.8,42.73,0,0,0,0,0,0
L,296.5,307.6,1478,56.5,86,11.09,8749.8,26.14,0,0,0,0,0,0
L,301.2,309.8,1680,47.9,2,8.63,8418.4,35.11,0,0,0,0,0,0
M,298.1,307.4,1725,23.8,157,9.3,4296.3,72.53,0,0,0,0,0,0
M,297.2,306.9,1224,44.7,235,9.67,5729.5,27.38,1,1,0,0,0,0
L,297.4,308.1,1522,31.7,96,10.71,5049.4,48.04,0,0,0,0,0,0
L,301.2,311.4,1213,19.0,144,10.22,2417.9,63.72,1,0,0,1,0,0
M,300.3,312.4,1676,56.6,113,12.14,9929.0,29.63,1,0,0,1,0,0
L,301.6,310.8,1584,40.8,243,9.19,6760.0,38.87,1,1,0,0,0,0
L,301.3,309.9,1315,42.2,183,8.61,5807.1,31.18,0,0,0,0,0,0
M,299.2,310.9,1806,27.4,11,11.79,5188.1,65.83,0,0,0,0,0,0
L,299.9,308.4,1567,28.5,27,8.57,4671.6,55.04,0,0,0,0,0,0
L,299.0,309.7,1545,24.1,117,10.68,3896.5,64.15,0,0,0,0,0,0
L,299.6,308.6,1464,54.2,157,9.02,8304.8,27.03,0,0,0,0,0,0
L,298.1,306.0,1498,23.6,72,7.93,3696.9,63.56,0,0,0,0,0,0
L,300.8,310.4,1423,56.2,168,9.63,8369.9,25.33,0,0,0,0,0,0
H,302.2,313.0,1351,30.1,144,10.9,4263.0,44.84,0,0,0,0,0,0
L,298.4,307.1,1745,27.7,108,8.78,5065.7,62.95,0,0,0,0,0,0
L,302.6,313.1,1401,39.4,145,10.58,5787.3,35.52,0,0,0,0,0,0
L,300.2,311.0,1394,33.2,229,10.76,4840.4,42.04,1,1,0,0,0,0
H,300.5,309.2,1474,41.0,60,8.73,6324.5,35.97,0,0,0,0,0,0
L,296.6,306.4,1784,31.2,197,9.77,5834.1,57.13,0,0,0,0,0,0
L,296.4,308.0,1726,36.9,2,11.58,6663.2,46.82,0,0,0,0,0,0
M,300.3,310.9,1421,32.4,21,10.65,4823.7,43.84,0,0,0,0,0,0
L,301.6,311.3,1745,48.6,237,9.74,8883.2,35.9,1,1,0,0,1,0
L,298.7,309.1,1521,45.1,174,10.42,7187.6,33.71,0,0,0,0,0,0
L,303.3,312.7,1331,42.5,158,9.31,5920.6,31.33,0,0,0,0,0,0
L,301.5,312.6,1404,50.5,83,11.11,7430.1,27.78,0,0,0,0,0,0
L,298.2,309.3,1774,42.6,46,11.11,7919.8,41.61,0,0,0,0,0,0
M,300.1,310.2,1916,41.8,94,10.12,8384.5,45.85,0,0,0,0,0,0
L,305.0,315.2,1563,38.8,149,10.23,6350.7,40.28,0,0,0,0,0,0
L,297.5,306.5,1386,32.8,158,9.0,4766.1,42.21,0,0,0,0,0,0
L,301.1,309.7,1475,32.9,42,8.65,5075.5,44.89,0,0,0,0,0,0
L,299.4,309.0,1347,41.5,111,9.62,5849.8,32.48,0,0,0,0,0,0
L,301.4,311.3,1376,50.2,141,9.91,7230.5,27.42,0,0,0,0,0,0
H,302.5,313.6,1356,45.7,239,11.06,6489.9,29.67,1,1,0,0,0,0
L,299.2,310.1,1484,45.6,137,10.92,7093.6,32.51,0,0,0,0,0,0
M,302.2,312.4,1524,28.9,145,10.18,4618.4,52.66,0,0,0,0,0,0
L,304.4,315.6,1470,45.2,191,11.19,6962.4,32.5,0,0,0,0,0,0
L,300.1,309.2,1455,36.0,104,9.06,5486.4,40.41,0,0,0,0,0,0
L,301.6,312.6,1652,41.8,95,11.08,7223.9,39.56,0,0,0,0,0,0
L,298.8,308.0,1454,45.5,147,9.21,6931.0,31.94,0,0,0,0,0,0
L,300.0,311.3,1466,28.4,195,11.24,4365.8,51.55,0,0,0,0,0,0
L,299.6,309.6,1464,41.6,159,9.99,6373.7,35.21,0,0,0,0,0,0
M,301.6,309.6,1808,42.4,46,8.0,8020.7,42.68,0,0,0,0,0,0
L,302.4,313.1,1401,50.0,99,10.73,7333.6,28.03,0,0,0,0,0,0
L,299.8,310.6,1619,34.8,128,10.81,5905.3,46.48,0,0,0,0,0,0
L,303.1,312.6,1350,39.4,130,9.54,5568.3,34.27,0,0,0,0,0,0
L,303.1,312.7,1569,41.7,84,9.63,6851.5,37.63,0,0,0,0,0,0
L,301.7,311.5,1609,34.8,130,9.84,5869.0,46.19,0,0,0,0,0,0
L,299.0,307.0,1716,34.6,168,8.07,6226.5,49.52,0,0,0,0,0,0
L,298.8,306.4,1423,34.3,116,7.64,5105.8,41.53,0,0,0,0,0,0
M,298.4,309.7,1277,38.7,112,11.3,5178.3,32.98,0,0,0,0,0,0
M,301.9,311.1,1343,57.5,200,9.18,8082.6,23.37,0,0,0,0,0,0
L,297.6,309.4,1692,39.1,189,11.86,6924.3,43.3,0,0,0,0,0,0
L,301.4,312.7,1916,44.9,105,11.37,9003.9,42.7,1,0,0,1,0,0
M,297.8,309.4,1666,40.3,249,11.57,7033.6,41.32,1,1,0,0,0,0
L,301.6,311.0,1247,36.9,16,9.35,4821.8,33.77,0,0,0,0,0,0
L,300.0,308.4,1660,39.8,81,8.39,6911.3,41.75,0,0,0,0,0,0
L,302.7,311.6,1311,47.7,9,8.91,6547.7,27.49,0,0,0,0,0,0
L,302.3,311.8,1430,39.5,209,9.55,5909.9,36.23,1,1,0,0,0,0
L,302.9,310.5,1537,38.4,188,7.63,6179.1,40.04,0,0,0,0,0,0
L,302.9,312.4,1571,37.7,170,9.52,6194.4,41.72,0,0,0,0,0,0
L,300.3,310.1,1513,30.1,53,9.8,4763.6,50.32,0,0,0,0,0,0
L,297.7,306.4,1379,50.4,176,8.71,7278.3,27.36,0,0,0,0,0,0
M,297.9,306.9,1711,35.5,88,8.96,6366.2,48.16,0,0,0,0,0,0
L,295.8,305.6,1394,54.7,217,9.78,7984.2,25.49,1,0,0,0,1,0
L,297.8,308.2,1750,42.4,49,10.36,7778.8,41.23,0,0,0,0,0,0
L,300.1,309.2,1228,54.1,54,9.11,6951.7,22.72,0,0,0,0,0,0
M,298.9,309.2,1543,38.0,240,10.29,6140.2,40.6,1,1,0,0,0,0
M,299.6,309.8,1254,32.7,129,10.14,4289.9,38.39,0,0,0,0,0,0
M,301.0,311.0,1333,50.4,111,10.05,7039.9,26.43,0,0,0,0,0,0
L,299.4,308.7,1397,34.4,87,9.35,5031.0,40.62,0,0,0,0,0,0
M,297.8,306.4,1804,52.9,207,8.67,9985.1,34.13,1,0,0,1,0,0
M,299.9,311.6,1761,45.8,88,11.7,8443.7,38.46,0,0,0,0,0,0
L,298.2,308.8,1674,54.6,89,10.63,9579.3,30.63,1,0,0,1,0,0
L,299.5,310.5,1506,30.2,30,11.01,4768.3,49.81,0,0,0,0,0,0
L,302.7,312.6,1537,49.6,130,9.92,7977.7,31.01,0,0,0,0,0,0
M,299.5,309.3,1753,32.6,230,9.84,5979.5,53.82,1,1,0,0,0,0
L,303.5,314.0,1640,16.0,239,10.49,2754.0,102.27,1,1,0,1,0,0
L,302.9,311.0,1503,49.0,248,8.17,7705.9,30.7,1,1,0,0,1,0
H,298.8,307.7,1797,39.9,118,8.89,7515.2,45.0,0,0,0,0,0,0
M,297.8,307.0,1662,49.6,193,9.2,8636.8,33.49,0,0,0,0,0,0
H,299.9,309.4,1548,40.9,138,9.55,6633.4,37.83,0,0,0,0,0,0
H,302.3,311.4,1408,40.2,136,9.12,5929.5,35.01,0,0,0,0,0,0
L,299.0,309.4,1390,55.0,201,10.33,8002.5,25.28,1,0,0,0,1,0
M,301.8,311.9,1432,41.2,208,10.08,6175.7,34.77,0,0,0,0,0,0
L,302.4,313.8,1591,35.2,4,11.39,5872.1,45.14,0,0,0,0,0,0
M,298.5,310.9,1667,39.1,235,12.47,6828.4,42.62,1,1,0,0,0,0
L,298.6,307.4,1211,41.6,205,8.74,5272.5,29.13,1,1,0,0,0,0
H,301.4,311.6,1110,11.6,180,10.15,1343.0,96.08,1,0,0,1,0,0
M,300.3,310.4,1309,44.9,213,10.15,6156.3,29.15,1,1,0,0,0,0
M,298.6,308.6,1418,53.6,134,9.99,7957.6,26.46,0,0,0,0,0,0
L,299.3,308.2,1739,39.5,193,8.92,7195.1,44.01,0,0,0,0,0,0
L,299.9,308.9,1443,35.8,149,9.08,5408.6,40.32,0,0,0,0,0,0
M,296.9,307.1,1550,43.9,135,10.24,7122.0,35.33,0,0,0,0,0,0
L,301.5,310.6,1583,57.4,52,9.05,9521.2,27.56,1,0,0,1,0,0
M,299.0,309.2,1295,44.7,211,10.16,6060.8,28.98,1,1,0,0,0,0
L,294.4,304.2,1791,42.1,220,9.75,7904.2,42.5,0,0,0,0,0,0
M,300.0,310.1,1367,36.1,242,10.14,5167.0,37.87,1,1,0,0,0,0
L,298.5,307.6,1811,29.3,30,9.05,5557.6,61.8,0,0,0,0,0,0
M,303.4,313.5,1474,40.2,72,10.16,6210.4,36.64,0,0,0,0,0,0
M,298.8,307.9,1432,40.4,171,9.12,6060.7,35.43,0,0,0,0,0,0
L,297.8,308.0,1277,20.7,213,10.16,2765.3,61.75,1,0,0,1,0,0
L,301.0,312.4,1539,32.7,187,11.34,5275.2,47.02,0,0,0,0,0,0
L,298.7,308.9,1950,51.6,113,10.26,10534.6,37.8,1,0,0,1,0,0
L,298.4,308.8,1582,37.4,181,10.32,6199.1,42.28,0,0,0,0,0,0
L,301.0,311.8,1554,15.4,18,10.82,2512.9,100.64,1,0,0,1,0,0
M,297.9,306.5,1366,56.0,165,8.6,8012.3,24.39,1,0,1,0,0,0
L,297.1,308.8,1618,31.1,2,11.72,5266.9,52.05,0,0,0,0,0,0
L,303.5,312.4,1531,35.3,11,8.94,5659.1,43.37,0,0,0,0,0,0
L,301.2,312.0,1487,50.6,189,10.88,7882.9,29.37,0,0,0,0,0,0
L,299.5,310.2,1598,32.6,119,10.75,5451.9,49.05,0,0,0,0,0,0
L,300.0,309.1,1136,20.3,14,9.1,2415.0,55.96,1,0,0,1,0,0
H,301.0,312.0,1479,42.2,120,11.01,6532.2,35.07,0,0,0,0,0,0
M,301.9,312.4,1260,48.0,15,10.5,6329.3,26.27,0,0,0,0,0,0
L,298.5,310.4,1505,35.3,86,11.89,5564.8,42.62,0,0,0,0,0,0
L,300.7,310.9,1355,38.8,39,10.19,5501.5,34.95,0,0,0,0,0,0
M,299.0,308.9,1368,28.2,54,9.89,4040.1,48.51,0,0,0,0,0,0
L,299.6,309.1,1233,30.0,48,9.49,3879.4,41.04,0,0,0,0,0,0
L,300.3,308.6,1723,36.8,92,8.26,6636.9,46.84,0,0,0,0,0,0
L,300.0,309.7,1364,46.5,26,9.68,6640.0,29.34,0,0,0,0,0,0
L,301.5,311.2,1375,41.0,131,9.72,5900.4,33.55,0,0,0,0,0,0
H,301.0,311.2,1806,50.2,101,10.26,9494.1,35.98,1,0,0,1,0,0
M,297.0,305.6,1613,56.5,209,8.58,9549.7,28.53,1,0,0,1,0,0
L,297.3,307.0,1093,48.9,206,9.76,5593.1,22.37,0,0,0,0,0,0
L,299.3,309.8,1777,24.1,206,10.58,4484.8,73.73,0,0,0,0,0,0
M,303.7,314.3,1829,37.2,117,10.68,7117.8,49.22,0,0,0,0,0,0
M,298.3,306.4,1810,48.8,72,8.14,9244.0,37.11,1,0,0,1,0,0
M,299.6,310.3,1633,38.8,103,10.71,6635.9,42.08,0,0,0,0,0,0
M,298.9,308.7,1279,23.8,171,9.75,3188.6,53.72,1,0,0,1,0,0
L,298.9,308.7,1490,34.5,132,9.81,5380.0,43.21,0,0,0,0,0,0
M,300.4,308.0,1210,17.3,156,7.64,2189.0,70.04,1,0,1,1,0,0
M,302.8,314.3,1326,37.2,173,11.49,5169.0,35.62,0,0,0,0,0,0
L,300.9,311.1,1277,33.2,229,10.18,4433.2,38.52,1,1,0,0,0,0
M,298.4,306.9,1374,36.4,235,8.47,5236.5,37.75,1,1,1,0,0,0
L,305.5,315.9,1532,51.8,210,10.38,8312.7,29.57,0,0,0,0,0,0
L,300.2,310.5,1411,26.7,16,10.34,3943.1,52.87,0,0,0,0,0,0
L,298.8,310.1,1402,32.8,244,11.22,4818.2,42.72,1,1,0,0,0,0
L,302.8,312.5,1441,28.6,175,9.69,4313.1,50.42,0,0,0,0,0,0
L,299.1,309.1,1799,50.7,173,10.01,9553.9,35.47,1,0,0,1,0,0
L,303.3,312.7,1932,51.3,5,9.36,10381.4,37.65,1,0,0,1,0,0
L,298.3,308.9,1409,43.6,119,10.6,6433.3,32.32,0,0,0,0,0,0
L,302.9,312.1,1567,43.1,156,9.22,7069.7,36.37,0,0,0,0,0,0
L,300.4,309.5,1331,28.0,69,9.11,3902.2,47.54,0,0,0,0,0,0
L,302.6,312.5,1653,42.0,20,9.93,7268.9,39.36,0,0,0,0,0,0
M,303.8,312.6,1404,28.8,133,8.77,4231.6,48.78,0,0,0,0,0,0
L,297.7,309.3,1357,40.4,111,11.6,5742.7,33.58,0,0,0,0,0,0
L,302.6,314.5,1900,36.6,11,11.93,7275.5,51.96,0,0,0,0,0,0
M,297.2,306.7,1228,34.1,129,9.55,4379.8,36.06,0,0,0,0,0,0
M,297.9,306.5,1009,40.3,26,8.61,4256.4,25.05,0,0,0,0,0,0
M,298.4,308.7,1646,46.8,106,10.34,8062.1,35.19,0,0,0,0,0,0
L,301.0,310.5,1426,57.8,67,9.52,8624.5,24.69,0,0,0,0,0,0
L,300.1,311.2,1370,45.5,242,11.17,6529.1,30.1,1,1,0,0,1,0
M,299.7,308.9,2046,62.8,8,9.21,13451.0,32.59,1,0,0,1,0,0
L,300.3,310.8,1646,42.0,140,10.54,7241.1,39.18,0,0,0,0,0,0
L,301.2,311.3,1488,57.8,37,10.11,9012.6,25.73,1,0,0,1,0,0
L,301.3,310.7,1358,44.4,79,9.32,6307.8,30.62,0,0,0,0,0,0
M,302.2,312.4,1589,42.4,45,10.24,7055.0,37.48,0,0,0,0,0,0
L,303.6,314.5,1153,38.3,248,10.88,4626.6,30.09,1,1,0,0,0,0
H,300.0,310.0,1396,43.0,8,10.09,6284.8,32.47,0,0,0,0,0,0
M,299.0,309.1,1492,44.3,135,10.1,6924.0,33.67,0,0,0,0,0,0
L,301.2,310.4,1542,25.8,152,9.13,4170.2,59.71,0,0,0,0,0,0
M,297.7,308.9,1471,47.0,193,11.14,7240.1,31.3,0,0,0,0,0,0
M,298.6,309.7,1361,25.2,156,11.04,3585.9,54.09,0,0,0,0,0,0
M,302.0,311.6,1684,47.0,57,9.59,8290.4,35.82,0,0,0,0,0,0
L,299.8,309.6,1169,46.0,149,9.88,5629.9,25.42,0,0,0,0,0,0
M,297.6,309.0,1444,54.2,243,11.41,8197.8,26.64,1,1,0,0,1,0
L,297.0,305.9,1396,31.4,212,8.87,4587.3,44.49,0,0,0,0,0,0
H,300.1,310.7,1702,30.1,113,10.6,5370.0,56.49,0,0,0,0,0,0
L,302.3,311.7,1408,51.1,119,9.44,7530.4,27.57,0,0,0,0,0,0
L,302.3,314.0,1587,29.3,33,11.78,4861.3,54.25,0,0,0,0,0,0
M,300.2,310.3,1566,28.3,142,10.06,4635.6,55.4,0,0,0,0,0,0
M,304.0,315.3,1132,42.1,70,11.26,4989.0,26.9,0,0,0,0,0,0
L,299.8,309.0,1486,39.5,27,9.24,6151.9,37.59,0,0,0,0,0,0
L,299.7,308.5,1151,41.6,118,8.75,5008.6,27.7,0,0,0,0,0,0
L,294.9,304.6,1570,45.4,11,9.77,7460.5,34.6,0,0,0,0,0,0
H,299.1,309.4,1353,45.4,30,10.26,6437.2,29.78,0,0,0,0,0,0
M,301.7,311.2,1737,39.2,54,9.49,7134.3,44.29,0,0,0,0,0,0
M,303.1,313.9,1463,40.5,247,10.76,6202.0,36.14,1,1,0,0,0,0
L,298.3,308.1,1345,39.3,202,9.79,5539.6,34.2,0,0,0,0,0,0
L,300.9,308.8,1739,40.4,135,7.92,7348.5,43.09,0,0,0,0,0,0
M,302.1,312.6,1325,26.1,58,10.55,3625.0,50.72,0,0,0,0,0,0
M,300.0,309.1,1678,47.6,129,9.12,8357.9,35.28,0,0,0,0,0,0
L,295.4,305.1,1593,50.5,162,9.64,8422.7,31.55,0,0,0,0,0,0
M,300.5,312.0,1426,46.4,1,11.55,6925.1,30.75,0,0,0,0,0,0
L,301.5,313.3,1232,45.6,246,11.77,5883.7,27.01,1,1,0,0,1,0
L,298.1,307.5,1748,30.1,156,9.42,5508.7,58.08,0,0,0,0,0,0
L,299.5,310.1,1600,25.8,247,10.58,4330.8,61.9,1,1,0,0,0,0
L,297.7,307.1,1345,48.3,117,9.45,6804.2,27.84,0,0,0,0,0,0
L,294.9,304.6,1548,40.3,155,9.71,6530.6,38.43,0,0,0,0,0,0
L,302.1,311.4,1701,41.7,115,9.39,7427.1,40.8,0,0,0,0,0,0
L,300.0,308.3,1522,42.1,2,8.28,6717.2,36.11,0,0,0,0,0,0
M,303.2,313.3,1547,42.6,212,10.1,6896.5,36.34,1,1,0,0,0,0
L,301.7,312.0,1706,46.5,112,10.29,8301.1,36.72,0,0,0,0,0,0
L,299.3,308.6,1807,39.0,117,9.33,7388.6,46.28,0,0,0,0,0,0
L,299.8,310.9,1476,20.9,89,11.09,3238.0,70.46,1,0,0,1,0,0
L,301.1,310.7,1232,46.9,108,9.56,6048.7,26.28,0,0,0,0,0,0
M,301.9,311.3,1239,45.8,181,9.36,5939.3,27.07,0,0,0,0,0,0
L,300.6,311.2,1361,27.1,175,10.53,3855.8,50.31,0,0,0,0,0,0
M,302.2,310.7,1313,28.3,202,8.46,3896.6,46.33,1,0,1,0,0,0
M,299.4,310.3,1163,48.8,243,10.91,5946.9,23.82,1,1,0,0,0,0
L,298.0,307.6,1869,51.2,97,9.6,10019.1,36.51,1,0,0,1,0,0
L,299.9,310.9,1605,13.4,84,10.99,2246.1,120.1,1,0,0,1,0,0
L,300.4,311.7,1395,44.4,123,11.29,6487.4,31.41,0,0,0,0,0,0
L,297.6,308.2,1493,37.8,38,10.64,5908.9,39.5,0,0,0,0,0,0
M,297.3,306.5,1142,40.7,189,9.19,4872.3,28.03,0,0,0,0,0,0
L,300.9,309.6,1731,41.3,145,8.75,7488.8,41.9,0,0,0,0,0,0
L,299.2,307.8,1110,32.4,52,8.57,3763.7,34.28,1,0,1,0,0,0
L,299.7,310.8,1602,46.5,216,11.1,7805.4,34.43,0,0,0,0,0,0
L,299.3,309.1,1132,33.1,154,9.87,3926.0,34.18,0,0,0,0,0,0
L,303.0,312.4,1417,47.5,8,9.4,7044.0,29.85,0,0,0,0,0,0
L,302.5,312.4,1748,49.7,49,9.87,9095.8,35.18,1,0,0,1,0,0
L,297.5,308.6,1173,31.3,222,11.08,3842.1,37.5,0,0,0,0,0,0
L,298.9,309.7,1470,31.5,95,10.78,4852.6,46.63,0,0,0,0,0,0
M,301.7,312.1,1625,41.1,246,10.44,7000.2,39.5,1,1,0,0,0,0
M,301.2,311.8,1592,55.0,132,10.64,9175.4,28.93,1,0,0,1,0,0
L,299.9,310.1,1514,34.1,51,10.18,5402.1,44.43,0,0,0,0,0,0
L,297.7,308.0,1599,36.0,148,10.3,6022.7,44.46,0,0,0,0,0,0
H,298.6,308.9,1377,43.2,25,10.22,6230.9,31.87,0,0,0,0,0,0
L,299.0,309.0,1886,46.6,201,10.0,9197.2,40.5,1,0,0,1,0,0
L,300.6,311.3,1177,45.3,156,10.75,5579.7,26.0,0,0,0,0,0,0
L,303.4,313.8,1732,40.3,240,10.36,7313.6,42.95,1,1,0,0,0,0
M,298.6,307.7,1537,36.9,172,9.12,5946.4,41.6,0,0,0,0,0,0
L,297.9,308.5,1623,43.3,12,10.53,7362.4,37.47,0,0,0,0,0,0
H,299.8,310.0,1658,8.0,119,10.25,1388.0,207.4,1,0,0,1,0,0
M,302.1,312.7,1611,58.7,132,10.61,9901.6,27.45,1,0,0,1,0,0
M,297.1,307.0,1337,38.1,229,9.9,5340.3,35.05,1,1,0,0,0,0
M,302.9,313.7,1442,41.8,108,10.81,6315.5,34.48,0,0,0,0,0,0
L,299.7,309.6,1209,61.0,148,9.94,7722.2,19.82,0,0,0,0,0,0
L,298.5,309.3,1440,32.6,46,10.72,4914.0,44.19,0,0,0,0,0,0
M,296.8,306.3,1564,63.3,61,9.54,10370.8,24.7,1,0,0,1,0,0
H,301.4,311.0,1621,47.4,137,9.61,8045.6,34.2,0,0,0,0,0,0
L,299.7,310.3,1578,44.5,174,10.6,7347.8,35.49,0,0,0,0,0,0
H,300.3,310.0,1148,46.4,108,9.67,5582.8,24.72,0,0,0,0,0,0
L,298.2,310.4,1387,31.6,108,12.21,4587.6,43.91,0,0,0,0,0,0
L,299.4,309.9,1367,23.5,63,10.57,3365.6,58.14,1,0,0,1,0,0
L,299.0,309.1,1237,28.2,174,10.02,3652.4,43.87,0,0,0,0,0,0
L,299.8,310.6,1332,50.9,1,10.82,7096.3,26.18,0,0,0,0,0,0
L,298.7,308.2,1500,30.6,128,9.52,4813.6,48.95,0,0,0,0,0,0
L,296.9,307.9,1782,23.5,0,10.92,4377.7,75.96,0,0,0,0,0,0
L,305.5,316.4,1309,39.2,148,10.9,5374.4,33.39,0,0,0,0,0,0
L,297.3,308.5,1274,45.7,7,11.25,6103.2,27.85,0,0,0,0,0,0
L,300.4,309.9,1380,40.4,235,9.56,5836.4,34.17,0,0,0,0,0,0
H,296.5,305.2,1567,46.1,119,8.78,7558.9,34.02,0,0,0,0,0,0
L,296.0,305.4,1744,51.6,171,9.39,9414.7,33.83,1,0,0,1,0,0
L,300.2,309.9,1482,45.7,213,9.72,7094.4,32.42,0,0,0,0,0,0
L,300.3,312.0,1210,38.5,58,11.67,4873.2,31.46,0,0,0,0,0,0
L,302.5,314.7,1253,34.6,135,12.2,4534.3,36.26,0,0,0,0,0,0
M,300.8,311.1,1537,47.7,215,10.34,7678.8,32.22,0,0,0,0,0,0
L,299.7,309.7,1699,42.8,134,10.01,7606.6,39.74,0,0,0,0,0,0
M,298.1,307.8,1863,31.4,98,9.65,6124.4,59.35,0,0,0,0,0,0
L,303.0,313.8,1263,53.0,92,10.82,7012.7,23.82,0,0,0,0,0,0
L,301.9,314.0,1527,42.6,96,12.19,6815.5,35.83,0,0,0,0,0,0
L,297.5,309.3,1294,46.5,153,11.79,6305.0,27.81,0,0,0,0,0,0
L,300.1,311.2,1320,36.1,11,11.14,4987.3,36.59,0,0,0,0,0,0
L,300.3,311.4,1303,51.3,103,11.12,7000.9,25.4,0,0,0,0,0,0
L,299.3,310.1,1433,24.1,140,10.83,3623.5,59.35,0,0,0,0,0,0
L,301.5,311.5,1323,56.8,196,9.95,7863.1,23.31,1,0,0,0,1,0
L,301.7,310.9,1995,20.6,132,9.26,4306.1,96.79,0,0,0,0,0,0
H,299.6,309.6,1408,26.2,231,9.98,3868.1,53.67,1,1,0,0,0,0
L,299.4,309.9,1697,42.5,110,10.42,7555.9,39.91,0,0,0,0,0,0
L,303.0,311.5,1368,34.7,162,8.55,4969.9,39.43,1,0,1,0,0,0
L,301.9,311.7,1946,36.7,4,9.85,7482.3,53.0,0,0,0,0,0,0
L,300.1,309.3,1567,34.7,59,9.17,5692.3,45.17,0,0,0,0,0,0
L,296.7,307.8,1667,32.2,203,11.01,5615.7,51.82,0,0,0,0,0,0
M,300.7,310.1,1381,43.2,146,9.45,6243.1,31.99,0,0,0,0,0,0
H,301.4,311.7,1695,39.5,236,10.33,7013.8,42.9,1,1,0,0,0,0
L,294.5,303.8,1566,48.8,188,9.3,8010.7,32.06,0,0,0,0,0,0
L,300.5,312.1,1424,40.8,112,11.6,6084.4,34.9,0,0,0,0,0,0
L,299.2,307.5,1284,35.8,194,8.3,4818.0,35.83,1,0,1,0,0,0
M,299.6,310.0,1452,47.7,116,10.48,7259.7,30.41,0,0,0,0,0,0
L,298.2,306.9,1435,21.7,82,8.72,3257.6,66.2,1,0,0,1,0,0
L,299.7,309.2,1673,14.2,11,9.49,2484.7,117.96,1,0,0,1,0,0
L,302.8,313.0,1453,24.1,216,10.21,3670.3,60.24,0,0,0,0,0,0
M,299.1,309.4,1115,36.6,104,10.26,4269.4,30.49,0,0,0,0,0,0
L,301.9,312.2,1629,43.9,171,10.23,7491.3,37.09,0,0,0,0,0,0
L,298.4,308.5,1758,13.3,38,10.15,2446.3,132.3,1,0,0,1,0,0
M,301.5,310.9,1166,39.9,207,9.36,4870.0,29.23,0,0,0,0,0,0
L,300.0,309.8,1860,36.5,206,9.84,7100.5,51.02,0,0,0,0,0,0
M,300.7,310.7,1779,41.4,120,10.03,7707.0,43.0,0,0,0,0,0,0
